,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,nan
0,0.6685393258426966,0.6098901098901099,0.8248587570621468,1.0,0.8895027624309392,0.7857142857142857,0.9171270718232044,1.0,1.0,0.9277777777777778,
