,0,7,4,6,2,5,8,1,9,3
0,0.010638297872340425,0.23255813953488372,0.10594315245478036,0.11936339522546419,0.33157894736842103,1.0,0.21052631578947367,0.6606683804627249,0.35340314136125656,0.20308483290488433
