,0,7,4,6,2,5,8,1,9,3
0,0.005319148936170213,0.8656330749354005,0.3850129198966408,0.10610079575596817,0.29736842105263156,0.0797872340425532,0.05,0.7352185089974294,0.7486910994764397,0.21079691516709512
