,0,7,4,6,2,5,8,1,9,3
0,0.005319148936170213,0.7984496124031008,0.082687338501292,0.010610079575596816,0.02894736842105263,0.034574468085106384,0.6921052631578948,0.04113110539845758,1.0,0.028277634961439587
