,0,7,4,6,2,5,8,1,9,3
0,0.005319148936170213,0.17829457364341086,1.0,1.0,0.05526315789473684,0.6117021276595744,0.21578947368421053,0.17480719794344474,0.11780104712041885,0.3161953727506427
