,0,7,4,6,2,5,8,1,9,3
0,0.09308510638297872,0.5710594315245479,0.5142118863049095,0.2493368700265252,1.0,0.8271276595744681,1.0,0.390745501285347,0.5759162303664922,0.2596401028277635
